id,stu_num,name,grade,de,zhi,ti,mei,lao
1,20181,杨帅,五年级,81.03448275862068,64.96350364963503,87.41258741258741,50.495049504950494,73.95833333333334
2,20182,姚晨晨,五年级,88.79310344827587,55.47445255474452,94.4055944055944,51.48514851485149,69.79166666666666
3,20183,蔡玉茹,一年级,79.3103448275862,64.23357664233576,84.61538461538461,49.504950495049506,72.91666666666666
4,20184,叶诗瑶,二年级,86.20689655172413,55.47445255474452,91.6083916083916,43.56435643564357,57.291666666666664
5,20185,刘洋,一年级,83.62068965517241,62.77372262773723,74.82517482517483,43.56435643564357,73.95833333333334
6,20186,王祥伟,四年级,84.48275862068965,62.77372262773723,62.23776223776224,60.396039603960396,73.95833333333334
7,20187,化振云,三年级,83.62068965517241,55.47445255474452,87.41258741258741,49.504950495049506,53.125
8,20188,周亚军,五年级,83.62068965517241,55.47445255474452,79.72027972027972,51.48514851485149,55.208333333333336
9,20189,杨晗,二年级,89.65517241379311,62.04379562043796,81.81818181818183,37.62376237623762,58.333333333333336
10,201810,马继德,四年级,88.79310344827587,63.503649635036496,84.61538461538461,51.48514851485149,27.083333333333332
11,201811,杨家东,三年级,81.03448275862068,56.20437956204379,79.02097902097903,48.51485148514851,54.166666666666664
12,201812,刘传修,六年级,77.58620689655173,81.02189781021897,53.84615384615385,63.366336633663366,58.333333333333336
13,201813,张旋,二年级,87.93103448275862,45.25547445255474,75.52447552447552,47.524752475247524,72.91666666666666
14,201814,吴飞,六年级,81.03448275862068,56.20437956204379,87.41258741258741,41.584158415841586,39.58333333333333
15,201815,叶蓂骏,三年级,81.89655172413794,57.66423357664233,76.22377622377621,31.683168316831683,69.79166666666666
16,201816,马丽,六年级,79.3103448275862,45.98540145985402,81.11888111888112,37.62376237623762,53.125
17,201817,左士景,二年级,67.24137931034483,54.74452554744526,67.13286713286713,51.48514851485149,69.79166666666666
18,201818,彭传明,六年级,85.34482758620689,54.74452554744526,62.93706293706294,47.524752475247524,55.208333333333336
19,201819,马盼盼,四年级,75.86206896551724,62.77372262773723,89.5104895104895,23.762376237623762,45.83333333333333
20,201820,叶昭,四年级,87.93103448275862,54.01459854014598,86.01398601398601,25.742574257425744,51.041666666666664
21,201821,朱甲甲,一年级,81.89655172413794,55.47445255474452,54.54545454545454,47.524752475247524,43.75
22,201822,汤肖,五年级,89.65517241379311,47.44525547445255,89.5104895104895,29.7029702970297,37.5
23,201823,刘德武,五年级,80.17241379310344,51.09489051094891,66.43356643356644,37.62376237623762,61.458333333333336
24,201824,陈立敬,三年级,81.03448275862068,44.52554744525548,87.41258741258741,37.62376237623762,35.41666666666667
